"","Country","Amount","FirstMth","LastMth","Months","Purchases","Amount.per.Purchase","Purchases.per.Month","Amount.per.Month"
"17672","United Kingdom",3178.17,3,11,9,110,28.8924545454545,12.2222222222222,353.13
"17673","United Kingdom",1516.65,2,11,10,204,7.43455882352941,20.4,151.665
"17674","United Kingdom",551.04,1,10,10,27,20.4088888888889,2.7,55.104
"17675","United Kingdom",19124.7,1,12,12,672,28.459375,56,1593.725
"17676","United Kingdom",1040.08,1,11,11,62,16.7754838709677,5.63636363636364,94.5527272727273
"17677","United Kingdom",15659.07,1,12,12,283,55.3324028268551,23.5833333333333,1304.9225
"17678","United Kingdom",298.11,4,4,1,16,18.631875,16,298.11
"17679","United Kingdom",1992.11,10,11,2,30,66.4036666666667,15,996.055
"17680","United Kingdom",184.4,12,12,1,11,16.7636363636364,11,184.4
"17682","United Kingdom",2474.33,1,12,12,118,20.9688983050847,9.83333333333333,206.194166666667
"17684","United Kingdom",239.41,11,11,1,15,15.9606666666667,15,239.41
"17685","United Kingdom",3191.53,1,12,12,130,24.5502307692308,10.8333333333333,265.960833333333
"17686","United Kingdom",5110.09,3,10,8,252,20.2781349206349,31.5,638.76125
"17690","United Kingdom",4757.95,1,12,12,256,18.5857421875,21.3333333333333,396.495833333333
"17691","United Kingdom",290.4,1,1,1,19,15.2842105263158,19,290.4
"17692","United Kingdom",740.94,1,9,9,46,16.1073913043478,5.11111111111111,82.3266666666667
"17693","United Kingdom",200.47,8,8,1,16,12.529375,16,200.47
"17694","United Kingdom",283.12,8,8,1,15,18.8746666666667,15,283.12
"17695","United Kingdom",765.34,7,8,2,35,21.8668571428571,17.5,382.67
"17696","United Kingdom",2285.71,1,12,12,115,19.8757391304348,9.58333333333333,190.475833333333
"17697","United Kingdom",338.95,5,5,1,19,17.8394736842105,19,338.95
"17698","United Kingdom",154.95,4,4,1,8,19.36875,8,154.95
"17700","United Kingdom",2534.64,4,12,9,142,17.8495774647887,15.7777777777778,281.626666666667
"17701","United Kingdom",417.95,5,5,1,24,17.4145833333333,24,417.95
"17702","United Kingdom",1824.37,6,12,7,74,24.6536486486487,10.5714285714286,260.624285714286
"17703","United Kingdom",798.74,8,12,5,55,14.5225454545455,11,159.748
"17704","United Kingdom",885.19,5,7,3,31,28.5545161290323,10.3333333333333,295.063333333333
"17705","United Kingdom",1605.52,3,12,10,94,17.08,9.4,160.552
"17706","United Kingdom",9728.65,1,11,11,361,26.9491689750693,32.8181818181818,884.422727272727
"17707","United Kingdom",152.4,2,7,6,5,30.48,0.833333333333333,25.4
"17708","United Kingdom",267.08,2,7,6,35,7.63085714285714,5.83333333333333,44.5133333333333
"17709","United Kingdom",137.45,7,7,1,7,19.6357142857143,7,137.45
"17711","United Kingdom",385.1,3,12,10,23,16.7434782608696,2.3,38.51
"17712","United Kingdom",522.91,11,11,1,29,18.0313793103448,29,522.91
"17714","United Kingdom",153,2,2,1,10,15.3,10,153
"17715","United Kingdom",326.4,6,6,1,1,326.4,1,326.4
"17716","United Kingdom",5655.99,4,12,9,245,23.0856734693878,27.2222222222222,628.443333333333
"17718","United Kingdom",139.35,5,5,1,6,23.225,6,139.35
"17719","United Kingdom",5396.04,4,12,9,274,19.6935766423358,30.4444444444444,599.56
"17720","United Kingdom",1195.94,1,12,12,50,23.9188,4.16666666666667,99.6616666666667
"17722","United Kingdom",2424.04,1,10,10,115,21.0786086956522,11.5,242.404
"17723","United Kingdom",3276.4,6,9,4,10,327.64,2.5,819.1
"17724","United Kingdom",1033,8,10,3,40,25.825,13.3333333333333,344.333333333333
"17725","United Kingdom",3439.08,4,12,9,192,17.911875,21.3333333333333,382.12
"17727","United Kingdom",1060.25,12,12,1,66,16.0643939393939,66,1060.25
"17728","United Kingdom",2288.16,10,11,2,133,17.2042105263158,66.5,1144.08
"17730","United Kingdom",4635.78,2,12,11,194,23.8957731958763,17.6363636363636,421.434545454545
"17731","United Kingdom",1240.11,7,10,4,67,18.5091044776119,16.75,310.0275
"17732","United Kingdom",303.97,1,1,1,18,16.8872222222222,18,303.97
"17733","United Kingdom",692.19,4,12,9,35,19.7768571428571,3.88888888888889,76.91
"17734","United Kingdom",700.63,5,11,7,43,16.2937209302326,6.14285714285714,100.09
"17735","United Kingdom",12216.42,1,12,12,643,18.9990979782271,53.5833333333333,1018.035
"17736","United Kingdom",377.44,9,12,4,25,15.0976,6.25,94.36
"17737","United Kingdom",168.24,11,12,2,10,16.824,5,84.12
"17738","United Kingdom",1879.05,4,12,9,97,19.3716494845361,10.7777777777778,208.783333333333
"17739","United Kingdom",2791.35,1,12,12,47,59.3904255319149,3.91666666666667,232.6125
"17742","United Kingdom",355.11,2,9,8,15,23.674,1.875,44.38875
"17744","United Kingdom",1592.02,1,12,12,87,18.2990804597701,7.25,132.668333333333
"17746","United Kingdom",110.25,5,5,1,6,18.375,6,110.25
"17747","United Kingdom",71.4,9,9,1,1,71.4,1,71.4
"17749","United Kingdom",674.52,4,7,4,35,19.272,8.75,168.63
"17750","United Kingdom",1684.25,7,12,6,180,9.35694444444444,30,280.708333333333
"17752","United Kingdom",80.64,1,1,1,1,80.64,1,80.64
"17754","United Kingdom",1571.27,4,12,9,68,23.1069117647059,7.55555555555556,174.585555555556
"17757","United Kingdom",5188.74,1,12,12,698,7.43372492836676,58.1666666666667,432.395
"17758","United Kingdom",3456.7,5,12,8,412,8.39004854368932,51.5,432.0875
"17759","United Kingdom",834.99,7,12,6,95,8.78936842105263,15.8333333333333,139.165
"17760","United Kingdom",287.59,1,12,12,25,11.5036,2.08333333333333,23.9658333333333
"17761","United Kingdom",712.78,12,12,1,19,37.5147368421053,19,712.78
"17763","United Kingdom",15,4,4,1,1,15,1,15
"17764","United Kingdom",818.82,6,11,6,75,10.9176,12.5,136.47
"17765","United Kingdom",371.88,4,8,5,57,6.52421052631579,11.4,74.376
"17767","United Kingdom",271.2,12,12,1,21,12.9142857142857,21,271.2
"17768","United Kingdom",1411.33,7,12,6,81,17.4238271604938,13.5,235.221666666667
"17769","United Kingdom",3997.98,2,12,11,310,12.8967096774194,28.1818181818182,363.452727272727
"17770","United Kingdom",1143.27,4,6,3,38,30.0860526315789,12.6666666666667,381.09
"17771","United Kingdom",245.81,2,11,10,54,4.55203703703704,5.4,24.581
"17772","United Kingdom",182.77,12,12,1,53,3.44849056603774,53,182.77
"17774","United Kingdom",1225.41,3,10,8,156,7.85519230769231,19.5,153.17625
"17775","United Kingdom",56.4,4,4,1,3,18.8,3,56.4
"17777","United Kingdom",665.86,9,12,4,194,3.43226804123711,48.5,166.465
"17779","United Kingdom",658.57,8,12,5,82,8.03134146341463,16.4,131.714
"17781","United Kingdom",188.02,4,8,5,12,15.6683333333333,2.4,37.604
"17783","United Kingdom",283.47,5,10,6,67,4.23089552238806,11.1666666666667,47.245
"17785","United Kingdom",131.94,11,11,1,13,10.1492307692308,13,131.94
"17786","United Kingdom",278.74,2,10,9,72,3.87138888888889,8,30.9711111111111
"17787","United Kingdom",1865.19,1,8,8,134,13.919328358209,16.75,233.14875
"17788","United Kingdom",1117.9,9,10,2,5,223.58,2.5,558.95
"17789","United Kingdom",225.9,4,4,1,14,16.1357142857143,14,225.9
"17790","United Kingdom",1965.55,1,12,12,190,10.345,15.8333333333333,163.795833333333
"17791","United Kingdom",106.1,12,12,1,10,10.61,10,106.1
"17793","United Kingdom",323.04,12,12,1,58,5.56965517241379,58,323.04
"17795","United Kingdom",350.39,4,7,4,46,7.61717391304348,11.5,87.5975
"17796","United Kingdom",697.9,1,11,11,82,8.5109756097561,7.45454545454545,63.4454545454545
"17797","United Kingdom",780.43,7,12,6,111,7.0309009009009,18.5,130.071666666667
"17799","United Kingdom",3055.93,1,12,12,408,7.49002450980392,34,254.660833333333
"17800","United Kingdom",1199.01,2,12,11,104,11.5289423076923,9.45454545454546,109.000909090909
"17802","United Kingdom",1285.04,1,10,10,140,9.17885714285714,14,128.504
"17805","United Kingdom",512.31,10,10,1,10,51.231,10,512.31
"17806","United Kingdom",546.04,12,12,1,43,12.6986046511628,43,546.04
"17809","United Kingdom",5411.91,1,12,12,61,88.7198360655738,5.08333333333333,450.9925
"17811","United Kingdom",7513.15,2,12,11,817,9.19602203182374,74.2727272727273,683.013636363636
"17812","United Kingdom",732.16,1,12,12,141,5.19262411347518,11.75,61.0133333333333
"17813","United Kingdom",1770.88,10,12,3,371,4.77326145552561,123.666666666667,590.293333333333
"17816","United Kingdom",36.56,1,12,12,17,2.15058823529412,1.41666666666667,3.04666666666667
"17817","United Kingdom",269.7,4,4,1,13,20.7461538461538,13,269.7
"17819","United Kingdom",3704.87,1,10,10,48,77.1847916666667,4.8,370.487
"17824","United Kingdom",298.4,11,11,1,13,22.9538461538462,13,298.4
"17827","United Kingdom",1583.81,1,5,5,156,10.1526282051282,31.2,316.762
"17828","Malta",1820.09,7,12,6,67,27.1655223880597,11.1666666666667,303.348333333333
"17829","United Arab Emirates",889.24,3,3,1,30,29.6413333333333,30,889.24
"17830","United Kingdom",287.65,3,4,2,16,17.978125,8,143.825
"17831","United Kingdom",35.4,12,12,1,2,17.7,2,35.4
"17832","United Kingdom",155.37,11,11,1,61,2.54704918032787,61,155.37
"17835","United Kingdom",236.5,12,12,1,42,5.63095238095238,42,236.5
"17836","United Kingdom",110.21,11,11,1,24,4.59208333333333,24,110.21
"17837","United Kingdom",1593.38,7,11,5,169,9.42828402366864,33.8,318.676
"17838","United Kingdom",2779.3,1,12,12,121,22.9694214876033,10.0833333333333,231.608333333333
"17839","United Kingdom",338.8,11,11,1,56,6.05,56,338.8
"17841","United Kingdom",38435.26,1,12,12,7376,5.21085412147505,614.666666666667,3202.93833333333
"17843","United Kingdom",205.48,3,3,1,37,5.55351351351351,37,205.48
"17844","Canada",51.56,9,9,1,5,10.312,5,51.56
"17846","United Kingdom",2033.1,10,10,1,1,2033.1,1,2033.1
"17848","United Kingdom",901.2,1,10,10,51,17.6705882352941,5.1,90.12
"17849","United Kingdom",605.8,2,6,5,26,23.3,5.2,121.16
"17850","United Kingdom",5391.21,1,1,1,297,18.1522222222222,297,5391.21
"17852","United Kingdom",114.34,12,12,1,24,4.76416666666667,24,114.34
"17854","United Kingdom",311.26,5,7,3,15,20.7506666666667,5,103.753333333333
"17855","United Kingdom",208.97,1,1,1,17,12.2923529411765,17,208.97
"17856","United Kingdom",1142.63,4,5,2,9,126.958888888889,4.5,571.315
"17857","United Kingdom",23899.44,1,12,12,49,487.743673469388,4.08333333333333,1991.62
"17858","United Kingdom",4391.94,1,11,11,156,28.1534615384615,14.1818181818182,399.267272727273
"17859","United Kingdom",148.21,3,3,1,25,5.9284,25,148.21
"17860","United Kingdom",252.8,1,1,1,58,4.35862068965517,58,252.8
"17861","United Kingdom",1662.22,2,12,11,161,10.324347826087,14.6363636363636,151.110909090909
"17862","United Kingdom",330.9,2,2,1,11,30.0818181818182,11,330.9
"17863","United Kingdom",3160,1,11,11,148,21.3513513513514,13.4545454545455,287.272727272727
"17864","United Kingdom",597.5,4,12,9,102,5.8578431372549,11.3333333333333,66.3888888888889
"17865","United Kingdom",10526.32,1,12,12,370,28.4495135135135,30.8333333333333,877.193333333333
"17866","United Kingdom",329.65,8,8,1,9,36.6277777777778,9,329.65
"17867","United Kingdom",1197.1,3,12,10,79,15.153164556962,7.9,119.71
"17869","United Kingdom",428.18,1,9,9,40,10.7045,4.44444444444444,47.5755555555556
"17870","United Kingdom",1629.44,1,12,12,229,7.11545851528384,19.0833333333333,135.786666666667
"17871","United Kingdom",155.9,6,6,1,10,15.59,10,155.9
"17873","United Kingdom",1859.16,1,10,10,44,42.2536363636364,4.4,185.916
"17874","United Kingdom",683.46,4,7,4,46,14.8578260869565,11.5,170.865
"17877","United Kingdom",237.61,7,7,1,12,19.8008333333333,12,237.61
"17878","United Kingdom",379.45,11,11,1,26,14.5942307692308,26,379.45
"17879","United Kingdom",178.52,7,7,1,6,29.7533333333333,6,178.52
"17880","United Kingdom",458.92,1,1,1,26,17.6507692307692,26,458.92
"17881","United Kingdom",133.35,3,3,1,8,16.66875,8,133.35
"17883","United Kingdom",486.9,5,12,8,98,4.96836734693878,12.25,60.8625
"17884","United Kingdom",602.84,1,3,3,93,6.48215053763441,31,200.946666666667
"17885","United Kingdom",190.19,12,12,1,64,2.97171875,64,190.19
"17886","United Kingdom",899.61,5,12,8,109,8.25330275229358,13.625,112.45125
"17887","United Kingdom",111.35,9,9,1,10,11.135,10,111.35
"17888","United Kingdom",726.05,1,12,12,67,10.8365671641791,5.58333333333333,60.5041666666667
"17889","United Kingdom",203.87,2,6,5,21,9.70809523809524,4.2,40.774
"17890","United Kingdom",602.09,1,2,2,94,6.40521276595745,47,301.045
"17891","United Kingdom",203.86,7,7,1,34,5.99588235294118,34,203.86
"17892","United Kingdom",244.1,8,11,4,28,8.71785714285714,7,61.025
"17893","United Kingdom",112.25,5,5,1,16,7.015625,16,112.25
"17894","United Kingdom",1119.81,1,10,10,193,5.80212435233161,19.3,111.981
"17895","United Kingdom",98,11,11,1,16,6.125,16,98
"17896","United Kingdom",256.32,12,12,1,2,128.16,2,256.32
"17897","United Kingdom",566.6,1,7,7,114,4.97017543859649,16.2857142857143,80.9428571428572
"17898","United Kingdom",152.06,6,10,5,28,5.43071428571429,5.6,30.412
"17899","United Kingdom",155.8,8,8,1,32,4.86875,32,155.8
"17900","United Kingdom",112.2,7,7,1,6,18.7,6,112.2
"17901","United Kingdom",110.38,12,12,1,19,5.80947368421053,19,110.38
"17904","United Kingdom",191.67,12,12,1,38,5.04394736842105,38,191.67
"17905","United Kingdom",800.24,1,10,10,34,23.5364705882353,3.4,80.024
"17906","United Kingdom",72.9,5,5,1,12,6.075,12,72.9
"17908","United Kingdom",243.28,1,1,1,58,4.19448275862069,58,243.28
"17911","United Kingdom",366.23,12,12,1,39,9.39051282051282,39,366.23
"17912","United Kingdom",311.01,1,3,3,38,8.18447368421053,12.6666666666667,103.67
"17913","United Kingdom",411.6,1,11,11,59,6.97627118644068,5.36363636363636,37.4181818181818
"17917","United Kingdom",341.28,1,11,11,94,3.63063829787234,8.54545454545454,31.0254545454545
"17919","United Kingdom",1304.04,10,10,1,23,56.6973913043478,23,1304.04
"17920","United Kingdom",3713.03,1,12,12,573,6.47998254799302,47.75,309.419166666667
"17921","United Kingdom",826.52,4,11,8,145,5.70013793103448,18.125,103.315
"17923","United Kingdom",207.5,4,4,1,1,207.5,1,207.5
"17924","United Kingdom",2962.5,1,12,12,31,95.5645161290323,2.58333333333333,246.875
"17925","United Kingdom",244.08,1,1,1,1,244.08,1,244.08
"17926","United Kingdom",397.29,6,8,3,21,18.9185714285714,7,132.43
"17928","United Kingdom",212.54,5,11,7,23,9.24086956521739,3.28571428571429,30.3628571428571
"17929","United Kingdom",843,3,12,10,5,168.6,0.5,84.3
"17930","United Kingdom",1740.48,5,12,8,39,44.6276923076923,4.875,217.56
"17931","United Kingdom",408.36,4,8,5,65,6.28246153846154,13,81.672
"17932","United Kingdom",1331.57,6,12,7,90,14.7952222222222,12.8571428571429,190.224285714286
"17934","United Kingdom",704.25,11,11,1,21,33.5357142857143,21,704.25
"17935","United Kingdom",145.79,8,8,1,29,5.02724137931034,29,145.79
"17937","United Kingdom",3940.92,1,12,12,37,106.511351351351,3.08333333333333,328.41
"17939","United Kingdom",99.14,8,8,1,12,8.26166666666667,12,99.14
"17940","United Kingdom",4106.44,3,11,9,19,216.128421052632,2.11111111111111,456.271111111111
"17941","United Kingdom",304.56,9,9,1,2,152.28,2,304.56
"17946","United Kingdom",149.58,4,5,2,20,7.479,10,74.79
"17947","United Kingdom",176.68,12,12,1,9,19.6311111111111,9,176.68
"17948","United Kingdom",358.56,8,8,1,1,358.56,1,358.56
"17949","United Kingdom",55635.76,1,12,12,65,855.934769230769,5.41666666666667,4636.31333333333
"17950","United Kingdom",482.2,1,10,10,71,6.79154929577465,7.1,48.22
"17951","United Kingdom",1008.54,1,11,11,20,50.427,1.81818181818182,91.6854545454545
"17954","United Kingdom",2039.76,1,11,11,420,4.85657142857143,38.1818181818182,185.432727272727
"17955","United Kingdom",557.3,6,6,1,19,29.3315789473684,19,557.3
"17956","United Kingdom",12.75,5,5,1,1,12.75,1,12.75
"17957","United Kingdom",111.68,11,11,1,31,3.60258064516129,31,111.68
"17958","United Kingdom",508.46,9,9,1,7,72.6371428571428,7,508.46
"17960","United Kingdom",73.78,7,7,1,26,2.83769230769231,26,73.78
"17961","United Kingdom",1296.44,1,12,12,249,5.20658634538153,20.75,108.036666666667
"17962","United Kingdom",102.83,8,8,1,35,2.938,35,102.83
"17964","United Kingdom",471.7,1,12,12,104,4.53557692307692,8.66666666666667,39.3083333333333
"17965","United Kingdom",2622.57,1,12,12,329,7.97133738601824,27.4166666666667,218.5475
"17966","United Kingdom",1098.43,4,12,9,68,16.1533823529412,7.55555555555556,122.047777777778
"17967","United Kingdom",123.07,1,1,1,48,2.56395833333333,48,123.07
"17968","United Kingdom",277.35,1,1,1,85,3.26294117647059,85,277.35
"17969","United Kingdom",228.2,1,7,7,14,16.3,2,32.6
"17970","United Kingdom",582.59,6,6,1,31,18.7932258064516,31,582.59
"17972","United Kingdom",136.04,5,5,1,31,4.38838709677419,31,136.04
"17973","United Kingdom",337.04,11,11,1,15,22.4693333333333,15,337.04
"17974","United Kingdom",740.79,6,12,7,179,4.13849162011173,25.5714285714286,105.827142857143
"17975","United Kingdom",4488.81,1,12,12,296,15.1648986486487,24.6666666666667,374.0675
"17976","United Kingdom",353.19,1,1,1,65,5.43369230769231,65,353.19
"17977","United Kingdom",288.14,12,12,1,21,13.7209523809524,21,288.14
"17978","United Kingdom",300.92,1,1,1,12,25.0766666666667,12,300.92
"17979","United Kingdom",757.71,4,12,9,146,5.18979452054795,16.2222222222222,84.19
"17980","United Kingdom",811.45,1,7,7,30,27.0483333333333,4.28571428571429,115.921428571429
"17984","United Kingdom",152.68,8,8,1,48,3.18083333333333,48,152.68
"17985","United Kingdom",634.95,12,12,1,23,27.6065217391304,23,634.95
"17986","United Kingdom",20.8,11,11,1,1,20.8,1,20.8
"17987","United Kingdom",198.57,7,7,1,13,15.2746153846154,13,198.57
"17988","United Kingdom",201.12,2,12,11,38,5.29263157894737,3.45454545454545,18.2836363636364
"17990","United Kingdom",630.84,1,5,5,29,21.7531034482759,5.8,126.168
"17991","United Kingdom",93.35,5,5,1,5,18.67,5,93.35
"17994","United Kingdom",678.49,3,9,7,81,8.37641975308642,11.5714285714286,96.9271428571429
"17995","United Kingdom",76.1,4,4,1,2,38.05,2,76.1
"17997","United Kingdom",1970.67,7,10,4,166,11.8715060240964,41.5,492.6675
"17999","United Kingdom",382.06,1,12,12,93,4.10817204301075,7.75,31.8383333333333
"18001","United Kingdom",417.23,10,12,3,58,7.19362068965517,19.3333333333333,139.076666666667
"18004","United Kingdom",169.47,1,1,1,40,4.23675,40,169.47
"18005","United Kingdom",139.97,11,11,1,23,6.08565217391304,23,139.97
"18006","United Kingdom",444.68,12,12,1,22,20.2127272727273,22,444.68
"18008","United Kingdom",2116.19,2,10,9,30,70.5396666666667,3.33333333333333,235.132222222222
"18009","United Kingdom",257.34,5,5,1,32,8.041875,32,257.34
"18010","United Kingdom",174.8,4,4,1,14,12.4857142857143,14,174.8
"18011","United Kingdom",102.79,1,1,1,28,3.67107142857143,28,102.79
"18013","United Kingdom",187.29,8,8,1,31,6.04161290322581,31,187.29
"18014","United Kingdom",166.42,12,12,1,32,5.200625,32,166.42
"18016","United Kingdom",1483.56,1,12,12,123,12.0614634146341,10.25,123.63
